DATE DE CLASSEMENT,TYPE D'HÉBERGEMENT,STAR,NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,WEBSITE,CAPACITÉ D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,Email_Primary,Email_Additional,Country,Phone_Primary,Phone_Additional,Website_Status,Scraping_Result
03/10/2022,CAMPING,4,CAMPING SUHIBERRY,1575 Route de Socoa,64122.0,URRUGNE,http://www.campingsuhiberry.com,510.0,,,,UNK,,,Unavailable,Timeout
03/10/2022,CAMPING,4,CAMPING TOHAPI DOMAINE D'EUROLAC,236 promenade de l'étang,40200.0,AUREILHAN,https://www.tohapi.fr/aquitaine/camping-eurolac.php,1620.0,,,,FR,'0430051519,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,GRAND HÔTEL BEAUVAU MGALLERY BY SOFITEL,4 Rue Beauvau,13001.0,MARSEILLE 1ER ARRONDISSEMENT,https://all.accor.com/hotel/1293/index.fr.shtml,166.0,73.0,h1293@accor.com,,FR,'+33491549100,,OK,Success
03/10/2022,HÔTEL DE TOURISME,5,HOSTELLERIE DE L'ABBAYE DE LA CELLE,10 place du Général de Gaulle,83170.0,LA CELLE,http://www.abbaye-celle.com,20.0,10.0,contact@abbaye-celle.com,,FR,'+33498051414,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL À LA FERME,10 Rue Du Château,67150.0,OSTHOUSE,http://www.hotelalaferme.com,30.0,15.0,,,FR,'+33388980682,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL ASTRID,5 Place de la Merlasse,65100.0,LOURDES,http://www.astrid-lourdes.com,244.0,114.0,info@astrid-lourdes.com,,FR,'+33562440088,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL BALDI,42 Boulevard Garibaldi,75015.0,PARIS 15E ARRONDISSEMENT,https://www.magna-arbor-hotels.com/,49.0,28.0,,,FR,'+33143209182,'+33143311808; '+33147832010,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL CAMPANILE BEAUVAIS,16 avenue Descartes,,,,,,,,,,,Unavailable,No URL
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL CAMPANILE BOURG EN BRESSE VIRIAT,694 bis rue des vareys,1440.0,VIRIAT,http://www.campanile-bourg-en-bresse-viriat.fr/,84.0,42.0,,,FR,,,Unavailable,Does Not Exist
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL CAMPANILE CERGY SAINT-CHRISTOPHE,12 rue du petit albi,,,,,,,,,,,Unavailable,No URL
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL CHALET ALPAGE,1872 route du col de la Croix Fry,74220.0,LA CLUSAZ,https://www.chalet-alpage.com/,33.0,10.0,,,UNK,,,Unavailable,Does Not Exist
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL CHEZ JANIE,5 rue Gambetta,29680.0,ROSCOFF,http://www.chezjanie.fr,34.0,15.0,contact@chezjanie.fr,,FR,'+33298612425,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL DAUMESNIL VINCENNES,50 Avenue de Paris,94300.0,VINCENNES,www.hotel-daumesnil.com,97.0,43.0,info@hotel-daumesnil.com,,FR,'+33148084410,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL DE LA MADELEINE,Zone Artisanale de la Louvière,55200.0,COMMERCY,https://www.hotelrestaurantdelamadeleine.fr/,52.0,26.0,contact@hotelrestaurantdelamadeleine.fr,,FR,'+33329915125,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL DES 4 SOEURS,6 Cours du XXX juillet,33000.0,BORDEAUX,https://hotel-bordeaux-centre.com/,70.0,34.0,recrutement@quatres-hotels.com,,UNK,'0557811920,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL DOMAINE SAINT-ROCH,Le château,43230.0,SALZUIT,http://www.hotel-auvergne-saintroch.com/,44.0,22.0,contact@hotel-auvergne-saintroch.com,,UNK,'0471740423,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL DU PALAIS,4 place francis louvel,16000.0,ANGOULÊME,http://www.hotel-angouleme.fr,96.0,43.0,info@hotel-angouleme.fr,,FR,'+33545925411,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL HERMITAGE,1951 Avenue Des Diables Bleus,6360.0,ÈZE,www.ezehermitage.com,51.0,24.0,info@ezehermitage.com,,FR,'+33766464540,'+33493410068,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL IBIS LE HAVRE SUD HARFLEUR,Clos Labedoyère,76700.0,HARFLEUR,https://www.accorhotels.com/fr/hotel-0951-ibis-le-havre-sud-harfleur/index.shtml,148.0,72.0,h0951@accor.com,,FR,'+33235455400,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL IBIS STYLES NANCY SUD,8 Allée de la Genelière,54180.0,HOUDEMONT,http://www.accorhotels.com/fr/hotel-0408-ibis-styles-nancy-sud-ex-novotel/index.shtml,248.0,86.0,h0408@accor.com,,FR,'+33383561025,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL KYRIAD BOURG-EN-BRESSE,18 rue des dîmes,1000.0,BOURG-EN-BRESSE,https://www.kyriad.com/fr/hotels/kyriad-bourg-en-bresse,70.0,40.0,,,UNK,,,Unavailable,Does Not Exist
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL LA BONNE ÉTAPE,Chemin du lac,4160.0,CHÂTEAU-ARNOUX-SAINT-AUBAN,http://www.bonneetape.com/,36.0,18.0,,,UNK,,,OK,No Contacts Found
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL LA FERME DU BIEN ÊTRE,bourgeneuf,43260.0,SAINT-JULIEN-CHAPTEUIL,https://www.fermebienetre.com/,24.0,7.0,contact@fermebienetre.com,,FR,'+33471049075,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE CHRISTANIA,Lieu-Dit Hirmentaz,74470.0,BELLEVAUX,http://hotel-christania.com,89.0,32.0,info@hotel-christania.com,,FR,'+33450737077,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE NEWS LES AMBASSADEURS,21 avenue du général de Gaulle,46200.0,SOUILLAC,http://www.ambassadeurs-hotel.com,50.0,22.0,ambassadeurs.souillac@gmail.com,,UNK,'565327836,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE REVEST,48 avenue Jean Jaurès,83120.0,SAINTE-MAXIME,https://www.hotel-revest-ste-maxime.com/,55.0,25.0,info@le-revest.com,,FR,'+33494961960,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE SAINT GENIÈS,Chemin de Saint-Geniès,30700.0,UZÈS,https://www.hotel-saintgenies.com/,46.0,20.0,lesaintgeniesuzes@gmail.com,,FR,'+33466222999,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL LE VERSAILLES,7 rue Sainte-Anne,78000.0,VERSAILLES,http://hotel-le-versailles.fr,101.0,47.0,info@hotel-le-versailles.fr,,FR,'+33139506465,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL LOGIS HÉRACLÉE,30 Quai Du Canal,30800.0,SAINT-GILLES,http://www.hotel-heraclee.com,43.0,20.0,contact@hotel-heraclee.com,,UNK,'466874410,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL MERCURE NANCY CENTRE GARE,11 rue Raymond Poincaré,54000.0,NANCY,http://www.accorhotels.com/fr/hotel-A038-hotel-mercure-nancy-centre-gare/index.shtml,190.0,88.0,ha038@accor.com,,FR,'+33383397575,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL MERCURE POITIERS SITE DU FUTUROSCOPE,Teleport 3,86360.0,CHASSENEUIL-DU-POITOU,https://all.accor.com/hotel/2773/index.fr.shtml,203.0,79.0,h2773@accor.com,,FR,'+33549495500,,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL NOVOTEL LENS NOYELLES,Avenue de la République,62950.0,NOYELLES-GODAULT,http://www.accorhotels.com/fr/hotel-0426-novotel-lens-noyelles/index.shtml,228.0,81.0,h0426@accor.com,,FR,'+33321085808,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL PARADOU MÉDITERRANÉE,Le Port Chemin,,,,,,,,,,,Unavailable,No URL
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL PLEIN SOLEIL,Route du brec,4260.0,ALLOS,http://www.hotelpleinsoleil.com/,34.0,12.0,reservation@hotelpleinsoleil.com,,FR,'+33698768413,'+33492838413,OK,Success
03/10/2022,HÔTEL DE TOURISME,4,HÔTEL PULLMAN CANNES MANDELIEU ROYAL CASINO,605 avenue du général de gaulle,6210.0,MANDELIEU-LA-NAPOULE,https://all.accor.com/hotel/1168/index.fr.shtml,1062.0,213.0,h1168@accor.com,,FR,'+33492977000,,OK,Success
03/10/2022,HÔTEL DE TOURISME,5,HÔTEL RELAIS & CHÂTEAUX MICHEL TRAMA,52 rue royale,47270.0,PUYMIROL,http://www.aubergade.com,18.0,9.0,trama@aubergade.com,,FR,'+33553953146,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT AUX LYS DE CHABLIS,38 Route d'Auxerre,89800.0,CHABLIS,http://www.hotel-lys-chablis.com,67.0,34.0,contact@hotel-lys-chablis.com,,UNK,'0386424920,'0386428004,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT LA CHARRUE,4 rue du 1er décembre,67230.0,SAND,https://www.lacharrue.com/,51.0,23.0,info@lacharrue.com,contact@grandes-maisons.alsace,FR,'+33388744266,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT LE CAP HORNU,1350 Chaussée du cap hornu,80230.0,SAINT-VALERY-SUR-SOMME,http://www.hotelcaphornu.fr,212.0,90.0,,,FR,'0322602424,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT LE CHÂTEAU BLANCHARD,36 route de Saint Galmier,42140.0,CHAZELLES-SUR-LYON,http://hotel-chateau-blanchard.com,20.0,10.0,lechateaublanchard@gmail.com,,FR,'+33477542888,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT LE MEYSSET,62 Route D'Argentouleau,24200.0,SARLAT-LA-CANÉDA,http://www.hotel-meysset.com,67.0,30.0,contact@hotel-meysset.com,,FR,'+33553590829,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT RITTER'HOFT,23 rue Principale,67360.0,MORSBRONN-LES-BAINS,http://www.ritterhoft.com,28.0,16.0,info@ritterhoft.com,,FR,'+33388540737,,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL SPA ET RESTAURANT AU CHASSEUR,7 rue de l'église,67440.0,BIRKENWALD,http://www.chasseurbirkenwald.com,47.0,21.0,contact@sasmediationsolution-conso.fr,,FR,'+33388706132,'+33482539306,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,HÔTEL YLANG YLANG,28A Rue Eugène Dayot,97434.0,SAINT-GILLES-LES-BAINS,http://www.hotelylangylang.com/,32.0,17.0,,,FR-RE,'+262262331866,'+262692081842,OK,Success
03/10/2022,HÔTEL DE TOURISME,3,INTER HÔTEL MARYTEL,95 route de Lyon,42600.0,SAVIGNEUX,https://www.hotelfrance24.fr/the-originals-boutique-htel-marytel-montbrison-i/,90.0,45.0,,,FR,,,OK,No Contacts Found
03/10/2022,CAMPING,3,LUDO CAMPING,70 Chemin de Bourgeon,7170.0,LUSSAS,https://ludo-camping.pausado.com/,480.0,,ludocamping@pausado.com,,FR,'+33484800189,,OK,Success
03/10/2022,PARC RÉSIDENTIEL DE LOISIRS,3,PRL BASE DE LOISIRS LA FORÊT,Avenue d'Albi,81330.0,SAINT-PIERRE-DE-TRIVISY,https://tourismestpierrede.wixsite.com/chaletslaforet,45.0,,contact@sidobretourisme.fr,,UNK,'0563504869,,OK,Success
03/10/2022,RÉSIDENCE DE TOURISME,5,RÉSIDENCE FRASER SUITES HARMONIE PARIS LA DÉFENSE,6 boulevard de Neuilly,92400.0,COURBEVOIE,https://www.frasershospitality.com/fr/france/paris/fraser-suites-harmonie/,530.0,,sales.japan@frasershospitality.com,feedback@frasershospitality.com; reservations.uk@frasershospitality.com; sales.paris@frasershospitality.com; sales@frasershospitality.com,SG,'+6564150300,,OK,Success
03/10/2022,VILLAGE DE VACANCES,3,VILLAGE CLUB MILÉADE DE ALLEYRAS,pont d'alleyras,43580.0,ALLEYRAS,https://www.mileade.com/destinations/campagne/alleyras/?gclid=CjwKCAjw4ayUBhA4EiwATWyBrlhqSDeD6n0LJ8S8lityPtTZSWsgmdLiPTYbKDfsTpeNsKab1CCkMBoCgX4QAvD_BwE,322.0,,rgpd@mileade.com,,UNK,'0487750058,,OK,Success
04/10/2022,CAMPING,3,CAMPING KERSCOLPER,2 Hent Kerscolper,29170.0,FOUESNANT,http://www.camping-kerscolper.fr/,468.0,,info@camping-kerscolper.fr,,FR,'0298560948,,OK,Success
04/10/2022,CAMPING,3,CAMPING MUNICIPAL LE CHAMP DE MARS,8 rue du camping,39150.0,SAINT-LAURENT-EN-GRANDVAUX,https://www.camping-saint-laurent-jura.fr/index.php/fr/,399.0,,champmars.camping@orange.fr,,FR,'+33603610661,'+33384601930,OK,Success
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL B&B CANNES OUEST LA BOCCA,12/14 avenue des Arlucs,6150.0,CANNES,http://www.hotel-bb.com/fr/hotels/cannes-ouest-la-bocca.htm,198.0,96.0,,,UNK,,,OK,No Contacts Found
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL CAMPANILE BAYEUX,Route de saint-lô,14400.0,BAYEUX,http://www.campanile-bayeux.fr/,92.0,46.0,,,FR,,,Unavailable,Does Not Exist
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL DE LA POSTE,Place du Portique,63950.0,SAINT-SAUVES-D'AUVERGNE,http://www.hotel-poste-st-sauves-63.eu,19.0,8.0,,,UNK,,,Unavailable,Connection Failed
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL DOMAINE DE ROULLET (EX LA VIEILLE ÉTABLE),16 route de Mouthiers,,,,,,,,,,,Unavailable,No URL
04/10/2022,HÔTEL DE TOURISME,4,HÔTEL DU GOLF,67 rue Saint-Simon,42000.0,SAINT-ÉTIENNE,https://www.hoteldugolf42.com,102.0,48.0,,,UNK,'0477414186,'0477010361; '0477382816; '0477414100,OK,Success
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL IBIS PARIS GARE DE LYON REUILLY,9 rue de Reuilly,75012.0,PARIS 12E ARRONDISSEMENT,https://www.accorhotels.com/fr/hotel-8643-ibis-paris-gare-de-lyon-reuilly/index.shtml,84.0,42.0,h8643@accor.com,,FR,'+33143700404,,OK,Success
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL KYRIAD MULHOUSE EST LUTTERBACH,10 rue de pfastatt,68460.0,LUTTERBACH,https://mulhouse-est-lutterbach.kyriad.com/fr-fr/,102.0,51.0,,,UNK,,,Unavailable,Does Not Exist
04/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE RELAIS DELYS,14 Place du Commerce,63550.0,SAINT-RÉMY-SUR-DUROLLE,https://lerelaisdelys.fr/,12.0,6.0,lerelaisdelys@gmail.com,,FR,'0473537665,,OK,Success
04/10/2022,RÉSIDENCE DE TOURISME,4,RÉSIDENCE ASPEN,Plagne Villages,73210.0,MÂCOT-LA-PLAGNE,https://www.vacances-lagrange.com/vacances-location-mer-montagne,,,,,UNK,,,Unavailable,Does Not Exist
05/10/2022,VILLAGE DE VACANCES,3,VVF WELLNESS SPORT CAMPING LE CLOS DES CIGALES,Bessilles,34530.0,MONTAGNAC,https://www.vvf-villages.fr/villages-vacances/vacances-bessilles-montagnac-vvf-villages.html,520.0,,,,FR,,,Unavailable,Does Not Exist
06/10/2022,HÔTEL DE TOURISME,3,HÔTEL CAMPANILE PARIS OUEST NANTERRE LA DÉFENSE,20/22 Avenue Pablo Picasso,92000.0,NANTERRE,https://www.campanile.com/fr/hotels/campanile-paris-ouest-nanterre-la-defense,196.0,84.0,,,UNK,,,Unavailable,Does Not Exist
06/10/2022,HÔTEL DE TOURISME,4,HÔTEL LA BASTIDE DE MOUSTIERS,Chemin de Quinson,4360.0,MOUSTIERS-SAINTE-MARIE,https://www.bastide-moustiers.com/,26.0,13.0,contact@bastide-moustiers.com,,FR,'+33492704747,,OK,Success
07/10/2022,HÔTEL DE TOURISME,4,BEST WESTERN PLUS HÔTEL MODERNE CAEN,116 boulevard du Maréchal Leclerc,14000.0,CAEN,https://www.bestwestern.fr/fr/hotel-Caen,,,,,FR,,,Unavailable,Does Not Exist
07/10/2022,HÔTEL DE TOURISME,3,BRIT HÔTEL AUX SACRES,7/9 Rue Du Général Sarrail,51100.0,REIMS,http://reims.brit-hotel.fr/,57.0,27.0,,,FR,,,OK,No Contacts Found
07/10/2022,HÔTEL DE TOURISME,3,BRIT HOTEL MULHOUSE CENTRE,53 rue de Bâle,68100.0,MULHOUSE,https://mulhouse.brithotel.fr/,132.0,67.0,mulhouse-centre@brithotel.fr,,FR,'0389464141,,OK,Success
07/10/2022,HÔTEL DE TOURISME,3,BRIT HÔTEL ROUEN NORD MONT-SAINT-AIGNAN,Route d'Houppeville,76130.0,MONT-SAINT-AIGNAN,https://mont-saint-aignan-rouen-nord.kyriad.com/fr-fr/,96.0,46.0,,,UNK,,,Unavailable,Does Not Exist
07/10/2022,HÔTEL DE TOURISME,3,GRAND HÔTEL DES BAINS,3 montée des Bains,7600.0,VALS-LES-BAINS,www.domainedesbains.com,153.0,65.0,contact@domainedesbains.com,%63o%6etact@%64%6fmai%6ee%64%65sba%69ns.co%6d,UNK,,,OK,Success
07/10/2022,HÔTEL DE TOURISME,4,HÔTEL BEAU SITE,141 boulevard Kennedy,6160.0,ANTIBES,https://www.hotelbeausite.net/,62.0,30.0,contact@hotelbeausite.net,,UNK,'0493615343,,OK,Success
07/10/2022,HÔTEL DE TOURISME,3,HÔTEL DU LAC,40 Rue André Theuriet,74290.0,TALLOIRES,http://www.hotel-du-lac.com,96.0,43.0,,,FR,'+33450607108,'0953010269,OK,Success
07/10/2022,HÔTEL DE TOURISME,3,HÔTEL IBIS SAINT QUENTIN BASILIQUE,14 place de la Basilique,2100.0,SAINT-QUENTIN,https://all.accor.com/hotel/1641/index.fr.shtml,148.0,76.0,h1641@accor.com,,FR,'+33323674040,,OK,Success
07/10/2022,HÔTEL DE TOURISME,3,HÔTEL IBIS STYLES PARIS VÉLIZY,39 avenue de l'europe,78140.0,VÉLIZY-VILLACOUBLAY,https://all.accor.com/hotel/9515/index.fr.shtml,171.0,88.0,h9515@accor.com,,FR,'+33139460400,,OK,Success
07/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE PAVILLON  SAINT-MARTIN,5 Place Saint-Martin,46200.0,SOUILLAC,http://hotel-saint-martin-souillac.com,30.0,11.0,,,UNK,,,Unavailable,Does Not Exist
07/10/2022,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT DU CHÂTEAU,1 Place Châteaubriand,35270.0,COMBOURG,http://hotelduchateau.com,80.0,32.0,contact@visueb.com,hotelduchateau@orange.fr,UNK,'0170377661,,OK,Success
07/10/2022,RÉSIDENCE DE TOURISME,4,RÉSIDENCE ADAGIO CITY APARTHOTEL PARIS VINCENNES,42 avenue de Paris,94300.0,VINCENNES,http://www.adagio-city.com/fr/hotel-8164-aparthotel-adagio-paris-vincennes/index.shtml,198.0,,,,UNK,'0825880000,'+33158735200; '+33969398080; '0238591052; '0798852120; '0809098028,OK,Success
07/10/2022,RÉSIDENCE DE TOURISME,3,RÉSIDENCE TÉNÉO APPARTHOTEL TALENCE ARTHÉNA,281 cours de la Libération,33400.0,TALENCE,https://www.teneo.fr/residences/teneo-apparthotel-fr/talence-arthena.html,168.0,,contact@teneo.fr,arthena@teneo.fr,FR,,,OK,Success
07/10/2022,HÔTEL DE TOURISME,3,TIMHÔTEL PALAIS ROYAL,3 Rue De La Banque,75002.0,PARIS 2E ARRONDISSEMENT,https://www.timhotel-paris-palais-royal.fr/,80.0,47.0,,,FR,,,OK,No Contacts Found
07/10/2022,HÔTEL DE TOURISME,3,TIMHÔTEL PARIS GARE DE L'EST,27 rue des Récollets,75010.0,PARIS,https://www.timhotel.com/fr/timhotel-paris-gare-de-lest-3_30,99.0,54.0,gare.est@timhotel.com,,FR,'+33146070707,,OK,Success
07/10/2022,VILLAGE DE VACANCES,3,VILLAGE DE VACANCES KERFÉTAN,5 rue kerfétan,56690.0,LANDAUL,https://www.kerfetan.com/,220.0,,vacances.kerfetan@vert-marine.com,,UNK,'0618004837,'0297245454,OK,Success
07/10/2022,VILLAGE DE VACANCES,3,VILLAGE DE VACANCES VTF KER BELEN,Lanneguy,29340.0,RIEC-SUR-BÉLON,https://www.vtf-vacances.com/fr/village-vacances-familles/bretagne/finistere/riec-sur-belon/82,226.0,,contact-rgpd@vtf-vacances.com,,FR,'+33442221221,'+3225461410; '0442123200,OK,Success
10/10/2022,HÔTEL DE TOURISME,3,AUBERGE LA MEUNIÈRE,30 rue Sainte Anne,68590.0,THANNENKIRCH,http://www.aubergelameuniere.com,71.0,25.0,info@aubergelameuniere.com,,FR,'+33389731047,,OK,Success
10/10/2022,CAMPING,3,CAMPING ACTIV' LOISIRS,16/20 avenue de la côte de beauté,17390.0,LA TREMBLADE,http://www.activ-loisirs.com,237.0,,contact@lespins.com,,FR,'+33546360775,,OK,Success
10/10/2022,CAMPING,5,CAMPING AFMS LA FORGE DE SAINTE-MARIE,La forge de Sainte Marie,52230.0,THONNANCE-LES-MOULINS,http://www.laforgedesaintemarie.com/,606.0,,forge-sainte-marie@clicochic.com,,UNK,'0325940010,,OK,Success
10/10/2022,CAMPING,3,CAMPING DOMAINE DE RENEVILLE,chemin de Nesmond,76400.0,FÉCAMP,https://camping-dereneville.com/,453.0,,,,UNK,,,OK,No Contacts Found
10/10/2022,CAMPING,4,CAMPING DU DOMAINE DU CEINTURON III,2 rue des Saraniers,83400.0,HYÈRES,http://www.ceinturon3.fr/,573.0,,contact@ceinturon3.fr,,FR,'+33494663265,,OK,Success
10/10/2022,CAMPING,3,CAMPING L'ESQUILADOU,Route Des Cascades,63240.0,MONT-DORE,https://campingesquiladou.fr/fr/,264.0,,,,FR,'+33473652374,,OK,Success
10/10/2022,CAMPING,3,CAMPING LA COQUILLE,route de Carmignan,30200.0,BAGNOLS-SUR-CÈZE,http://www.campinglacoquille.com,99.0,,,,UNK,'0680012609,,OK,Success
10/10/2022,CAMPING,4,CAMPING LA PLAGE DE TRÉGUER,Plage de Sainte-Anne la Palud,,,,,,,,,,,Unavailable,No URL
10/10/2022,CAMPING,4,CAMPING LA PUERTA DEL SOL,7 chemin des Hommeaux,85270.0,SAINT-HILAIRE-DE-RIEZ,https://www.campinglapuertadelsol.com/,621.0,,,,UNK,,,Unavailable,Does Not Exist
10/10/2022,CAMPING,3,CAMPING LE GAP DES TORTELLES,Chemin du gap des tortelles,26460.0,BOURDEAUX,http://www.legapdestortelles.com/,129.0,,campinglegapdestortelles@yahoo.fr,,UNK,'0475533045,,OK,Success
10/10/2022,CAMPING,4,CAMPING LE LUBERON,avenue de saignon,84400.0,APT,http://www.campingleluberon.com,330.0,,leluberon@pausado.com,,FR,'+33486861313,,OK,Success
10/10/2022,CAMPING,4,CAMPING LE PALAIS DE LA MER,Avenue de Las Illes,66470.0,SAINTE-MARIE-LA-MER,http://www.palaisdelamer.com,591.0,,%63%6f%6e%74%61%63%74@%70%61%6c%61%69%73%64%65%6c%61%6d%65%72.%63%6f%6d,contact@palaisdelamer.com,FR,'+33468730794,,OK,Success
10/10/2022,CAMPING,4,CAMPING LE PONT DES ISSOUX,allée de Vals,7380.0,LALEVADE-D'ARDÈCHE,https://www.sud-ardeche-camping.fr/,300.0,,campingparadisfamilydesissoux@gmail.com,,FR,'0620030941,,OK,Success
10/10/2022,CAMPING,4,CAMPING LE RANCH DES VOLCANS,route de la piscine,63140.0,CHÂTEL-GUYON,http://www.ranchdesvolcans.com,738.0,,ranch-volcans@capfun.com,,UNK,'0473860247,,OK,Success
10/10/2022,CAMPING,3,CAMPING LE SILEO,Devant l'Anjou,32320.0,MONTESQUIOU,http://campinglesileo-gers.com,120.0,,,,UNK,,,Unavailable,Connection Failed
10/10/2022,CAMPING,3,CAMPING LE VALLESPIR,avenue Alzine Rodone,66150.0,ARLES-SUR-TECH,http://www.campingvallespir.com/,468.0,,,,UNK,,,Unavailable,Timeout
10/10/2022,CAMPING,4,CAMPING LE VILLAGE DES MEUNIERS,344 rue du stade,71520.0,DOMPIERRE-LES-ORMES,https://www.villagedesmeuniers.com/fr/,315.0,,village-meuniers@clicochic.com,,UNK,'0385503660,,OK,Success
10/10/2022,CAMPING,4,CAMPING LES AMANDIERS,Route de Béziers,34450.0,VIAS,http://www.camping-vias.com,462.0,,contact@campinglesamandiers.com,,FR,'+33467216747,'+33788009401,OK,Success
10/10/2022,CAMPING,4,CAMPING LES ÉTANGS,route d'oizon,18700.0,AUBIGNY-SUR-NÈRE,http://camping-aubigny.com,300.0,,,,UNK,,,Unavailable,Timeout
10/10/2022,CAMPING,3,CAMPING LES EYMES,Les Eymes,38112.0,MÉAUDRE,http://www.camping-les-eymes.com/,147.0,,contact@camping-les-eymes.com,,UNK,'0476952485,,OK,Success
10/10/2022,CAMPING,3,CAMPING LES PARCS,Route de la Roche Bernard,56760.0,PÉNESTIN,http://www.camping-lesparcs.com,276.0,,info@camping-lesparcs.com,,FR,'+33299903059,,OK,Success
10/10/2022,CAMPING,3,CAMPING PARC BELLEVUE,67 avenue Maurice Chevalier,6150.0,CANNES,http://parcbellevue.com,663.0,,,,UNK,,,Unavailable,Connection Failed
10/10/2022,CAMPING,4,CAMPING SOLEIL LEVANT,33 allee de la longee,17132.0,MESCHERS-SUR-GIRONDE,https://www.camping-soleillevant.com/,681.0,,soleil.levant.ribes@gmail.com,,FR,'+33546027662,,OK,Success
10/10/2022,HÔTEL DE TOURISME,4,CHÂTEAU DE FONTANGES,3188 route du Château,12850.0,ONET-LE-CHÂTEAU,chateaudefontanges.com,110.0,48.0,,,UNK,,,Unavailable,Connection Failed
10/10/2022,HÔTEL DE TOURISME,4,HÔTEL FERME DE LA RANÇONNIERE,9 route de Creully,14480.0,CRÉPON,https://www.ranconniere.fr/,96.0,40.0,info@ranconniere.fr,,FR,'+33231222173,,OK,Success
10/10/2022,HÔTEL DE TOURISME,3,HÔTEL KYRIAD NICE STADE,27 Avenue Vérola,6200.0,NICE,https://nice-stade.kyriad.com/fr-fr/,173.0,79.0,,,UNK,,,Unavailable,Does Not Exist
10/10/2022,HÔTEL DE TOURISME,4,HÔTEL LE CLOS DE MEYRE,16 route de Castelnau,33480.0,AVENSAN,http://www.chateaumeyre.com,23.0,9.0,reception@closdemeyre.fr,,FR,'+33556581077,'+33556582284,OK,Success
10/10/2022,HÔTEL DE TOURISME,4,HÔTEL LE PETIT MANOIR,3 passage Emmanuel Payen,24200.0,SARLAT-LA-CANÉDA,https://lepetitmanoir-hotel.com/,18.0,9.0,contact@lepetitmanoir-hotel.com,,UNK,,,OK,Success
10/10/2022,HÔTEL DE TOURISME,3,HÔTEL LE PROVENÇAL,4 avenue du maréchal Joffre,6230,VILLEFRANCHE-SUR-MER,http://www.hotelleprovencal.fr,96.0,43.0,contact@hotelleprovencal.fr,,FR,'+33493765353,,OK,Success
